Topic;Word;Score;;
Außenhandel: Globalisierung & Weltwirtschaft;welthandel;153.612.372;;
Außenhandel: Globalisierung & Weltwirtschaft;protektionismus;126.102.943;;
Außenhandel: Globalisierung & Weltwirtschaft;wechselkurs;66.976.142;;
Außenhandel: Globalisierung & Weltwirtschaft;weltwirtschaftsgipfel;57.581.474;;
Außenhandel: Globalisierung & Weltwirtschaft;expo;55.000.250;;
Außenhandel: Globalisierung & Weltwirtschaft;direktinvestition;43.351.889;;
Außenhandel: Globalisierung & Weltwirtschaft;club;41.055.551;;
Außenhandel: Globalisierung & Weltwirtschaft;exportwirtschaft;40.669.179;;
Außenhandel: Globalisierung & Weltwirtschaft;aussenwirtschaft;39.150.382;;
Außenhandel: Globalisierung & Weltwirtschaft;zahlungsbilanz;35.565.797;;
Außenhandel: Globalisierung & Weltwirtschaft;exportnation;33.513.907;;
Außenhandel: Globalisierung & Weltwirtschaft;wahrungsfond;31.363.479;;
Außenhandel: Globalisierung & Weltwirtschaft;wachstumskraft;30.226.752;;
Außenhandel: Globalisierung & Weltwirtschaft;gatt;29.622.527;;
Außenhandel: Globalisierung & Weltwirtschaft;lokomotiv;28.516.794;;
Außenhandel: Globalisierung & Weltwirtschaft;inszenier;26.943.909;;
Außenhandel: Globalisierung & Weltwirtschaft;schwellenland;26.013.935;;
Außenhandel: Globalisierung & Weltwirtschaft;exportuberschuss;24.205.104;;
Außenhandel: Globalisierung & Weltwirtschaft;handelspartn;22.941.797;;
Außenhandel: Globalisierung & Weltwirtschaft;exportchanc;22.737.404;;
Außenhandel: Globalisierung & Weltwirtschaft;binnenwirtschaft;22.677.131;;
Außenhandel: Globalisierung & Weltwirtschaft;wechselkur;21.052.281;;
Außenhandel: Globalisierung & Weltwirtschaft;zufluss;19.601.418;;
Außenhandel: Globalisierung & Weltwirtschaft;heiligendamm;19.274.122;;
Außenhandel: Globalisierung & Weltwirtschaft;halbzeitbilanz;18.598.425;;
Außenhandel: Globalisierung & Weltwirtschaft;wachstumsprozess;18.480.317;;
Außenhandel: Globalisierung & Weltwirtschaft;anpassungsfah;17.621.998;;
Außenhandel: Globalisierung & Weltwirtschaft;wirtschaftsgipfel;16.790.424;;
Außenhandel: Globalisierung & Weltwirtschaft;gastgeb;16.281.068;;
Außenhandel: Globalisierung & Weltwirtschaft;weltkonjunktur;15.405.235;;
Außenhandel: Globalisierung & Weltwirtschaft;weltausstell;14.797.387;;
Außenhandel: Globalisierung & Weltwirtschaft;standortwettbewerb;14.067.871;;
Außenhandel: Globalisierung & Weltwirtschaft;exporterfolg;13.640.043;;
Außenhandel: Globalisierung & Weltwirtschaft;sani;12.857.267;;
Außenhandel: Globalisierung & Weltwirtschaft;wettbewerbsdruck;12.414.503;;
Außenhandel: Globalisierung & Weltwirtschaft;weltwahrungssystem;12.125.933;;
Außenhandel: Globalisierung & Weltwirtschaft;partnerland;12.007.739;;
Außenhandel: Globalisierung & Weltwirtschaft;devisenmarkt;11.924.617;;
Außenhandel: Globalisierung & Weltwirtschaft;wirtschaftsnation;11.316.954;;
Außenhandel: Globalisierung & Weltwirtschaft;luftverkehrswirtschaft;11.256.578;;
Außenhandel: Globalisierung & Weltwirtschaft;zahlungsbilanzdefizit;11.219.861;;
Außenhandel: Globalisierung & Weltwirtschaft;exportanteil;10.991.528;;
Außenhandel: Globalisierung & Weltwirtschaft;wachstumsmotor;10.746.317;;
Außenhandel: Globalisierung & Weltwirtschaft;investitionsklima;10.610.272;;
Außenhandel: Globalisierung & Weltwirtschaft;sonderziehungsrecht;10.600.250;;
Außenhandel: Globalisierung & Weltwirtschaft;olland;10.500.250;;
Außenhandel: Globalisierung & Weltwirtschaft;olpreis;10.314.771;;
Außenhandel: Globalisierung & Weltwirtschaft;wachstumsstrategi;10.197.125;;
Außenhandel: Globalisierung & Weltwirtschaft;pulv;9.988.713;;
Außenhandel: Globalisierung & Weltwirtschaft;japan;9.759.468;;
Außenhandel: Globalisierung & Weltwirtschaft;verbraucherland;9.466.066;;
Außenhandel: Globalisierung & Weltwirtschaft;gutteil;9.360.019;;
Außenhandel: Globalisierung & Weltwirtschaft;wachstumslokomotiv;9.300.250;;
Außenhandel: Globalisierung & Weltwirtschaft;finanzund;8.844.688;;
Außenhandel: Globalisierung & Weltwirtschaft;tobinsteu;8.700.250;;
Außenhandel: Globalisierung & Weltwirtschaft;schuldenerleichter;8.676.172;;
Außenhandel: Globalisierung & Weltwirtschaft;handelshemmnis;8.655.506;;
Außenhandel: Globalisierung & Weltwirtschaft;dollarkur;8.604.531;;
Außenhandel: Globalisierung & Weltwirtschaft;wahrungsreserv;8.491.075;;
Außenhandel: Globalisierung & Weltwirtschaft;besucherzahl;8.427.498;;
Außenhandel: Globalisierung & Weltwirtschaft;handelsvolum;8.272.626;;
Außenhandel: Globalisierung & Weltwirtschaft;billiglohnland;7.828.524;;
Außenhandel: Globalisierung & Weltwirtschaft;energiesicherungsgesetz;7.722.753;;
Außenhandel: Globalisierung & Weltwirtschaft;weltwahrungssyst;7.500.250;;
Außenhandel: Globalisierung & Weltwirtschaft;investitionsgut;7.289.846;;
Außenhandel: Globalisierung & Weltwirtschaft;wahrungspolit;7.184.919;;
Außenhandel: Globalisierung & Weltwirtschaft;fernost;7.054.878;;
Außenhandel: Globalisierung & Weltwirtschaft;handelsschrank;6.974.979;;
Außenhandel: Globalisierung & Weltwirtschaft;paritat;6.964.260;;
Außenhandel: Globalisierung & Weltwirtschaft;finanzarchitektur;6.641.420;;
Außenhandel: Globalisierung & Weltwirtschaft;pavillon;6.379.974;;
Außenhandel: Globalisierung & Weltwirtschaft;olpreisexplosion;6.200.256;;
Außenhandel: Globalisierung & Weltwirtschaft;aluminiumindustri;6.162.552;;
Außenhandel: Globalisierung & Weltwirtschaft;wachstumskur;5.971.908;;
Außenhandel: Globalisierung & Weltwirtschaft;exporterlos;5.971.329;;
Außenhandel: Globalisierung & Weltwirtschaft;zahlungsbilanzproblem;5.900.250;;
Außenhandel: Globalisierung & Weltwirtschaft;wachstumsschub;5.835.527;;
Außenhandel: Globalisierung & Weltwirtschaft;schuldenproblem;5.814.703;;
Außenhandel: Globalisierung & Weltwirtschaft;aussenbeitrag;5.730.796;;
Außenhandel: Globalisierung & Weltwirtschaft;yen;5.689.781;;
Außenhandel: Globalisierung & Weltwirtschaft;olrechn;5.688.890;;
Außenhandel: Globalisierung & Weltwirtschaft;solidaritatsfond;5.593.288;;
Außenhandel: Globalisierung & Weltwirtschaft;stimulier;5.546.836;;
Außenhandel: Globalisierung & Weltwirtschaft;krisengered;5.506.782;;
Außenhandel: Globalisierung & Weltwirtschaft;exportweltmeist;5.493.461;;
Außenhandel: Globalisierung & Weltwirtschaft;luftverkehrsteu;5.488.237;;
Außenhandel: Globalisierung & Weltwirtschaft;marktzugang;5.443.514;;
Außenhandel: Globalisierung & Weltwirtschaft;abschlusserklar;5.416.064;;
Außenhandel: Globalisierung & Weltwirtschaft;auslandsinvestition;5.313.874;;
Außenhandel: Globalisierung & Weltwirtschaft;exportkonjunktur;5.160.658;;
Außenhandel: Globalisierung & Weltwirtschaft;defizitland;5.097.321;;
Außenhandel: Globalisierung & Weltwirtschaft;verhandlungsrund;5.027.555;;
Außenhandel: Globalisierung & Weltwirtschaft;bardepot;4.994.351;;
Außenhandel: Globalisierung & Weltwirtschaft;wachstumserwart;4.993.484;;
Außenhandel: Globalisierung & Weltwirtschaft;quotenerhoh;4.982.807;;
Außenhandel: Globalisierung & Weltwirtschaft;handelsbeschrank;4.970.171;;
Außenhandel: Globalisierung & Weltwirtschaft;wahrungsordn;4.961.501;;
Außenhandel: Handelsabkommen;freihandelsabkomm;107.200.250;;
Außenhandel: Handelsabkommen;handelspolit;92.817.967;;
Außenhandel: Handelsabkommen;ttip;92.600.250;;
Außenhandel: Handelsabkommen;handelsabkomm;70.697.115;;
Außenhandel: Handelsabkommen;freihandel;64.600.250;;
Außenhandel: Handelsabkommen;schwerpunktsetz;63.209.100;;
Außenhandel: Handelsabkommen;wirtschaftsbezieh;60.695.437;;
Außenhandel: Handelsabkommen;wirtschaftssyst;54.089.545;;
Außenhandel: Handelsabkommen;abschott;51.058.095;;
Außenhandel: Handelsabkommen;zollunion;43.025.769;;
Außenhandel: Handelsabkommen;handelspartn;35.743.769;;
Außenhandel: Handelsabkommen;multilateralismus;33.600.250;;
Außenhandel: Handelsabkommen;atlant;30.590.426;;
Außenhandel: Handelsabkommen;gipfeltreff;29.790.653;;
Außenhandel: Handelsabkommen;wirtschaftssystem;23.592.023;;
Außenhandel: Handelsabkommen;regierungsstell;20.938.629;;
Außenhandel: Handelsabkommen;verhandlungsmandat;20.935.112;;
Außenhandel: Handelsabkommen;handelshemmnis;19.836.745;;
Außenhandel: Handelsabkommen;investitionsschutz;18.500.250;;
Außenhandel: Handelsabkommen;karib;18.356.970;;
Außenhandel: Handelsabkommen;handelsbezieh;18.029.981;;
Außenhandel: Handelsabkommen;warenaustausch;17.714.849;;
Außenhandel: Handelsabkommen;guerilla;17.100.250;;
Außenhandel: Handelsabkommen;wirtschaftspartnerschaftsabkomm;16.500.250;;
Außenhandel: Handelsabkommen;investitionshaushalt;16.280.520;;
Außenhandel: Handelsabkommen;kooperationspartn;15.528.209;;
Außenhandel: Handelsabkommen;akp;14.541.142;;
Außenhandel: Handelsabkommen;kostenvorteil;14.277.274;;
Außenhandel: Handelsabkommen;sonderfond;14.226.450;;
Außenhandel: Handelsabkommen;mercosur;13.900.250;;
Außenhandel: Handelsabkommen;dinosauri;12.400.250;;
Außenhandel: Handelsabkommen;tut;11.989.309;;
Außenhandel: Handelsabkommen;zeitenw;11.583.529;;
Außenhandel: Handelsabkommen;riesenchanc;11.160.364;;
Außenhandel: Handelsabkommen;negativbeispiel;10.979.879;;
Außenhandel: Handelsabkommen;ineffizienz;10.191.585;;
Außenhandel: Handelsabkommen;verteidigungshilf;9.731.246;;
Außenhandel: Handelsabkommen;anmahn;9.417.030;;
Außenhandel: Handelsabkommen;reinheitsgebot;9.195.673;;
Außenhandel: Handelsabkommen;handelskrieg;8.793.199;;
Außenhandel: Handelsabkommen;welthandel;8.680.087;;
Außenhandel: Handelsabkommen;schiedsverfahr;8.641.352;;
Außenhandel: Handelsabkommen;kernarbeitsnorm;8.640.084;;
Außenhandel: Handelsabkommen;ratsvorsitz;8.521.768;;
Außenhandel: Handelsabkommen;verhandlungsziel;8.429.774;;
Außenhandel: Handelsabkommen;erweiterungsrund;8.400.250;;
Außenhandel: Handelsabkommen;marktzugang;7.999.292;;
Außenhandel: Handelsabkommen;kooperationsprojekt;7.740.989;;
Außenhandel: Handelsabkommen;schwerpunktbereich;7.673.507;;
Außenhandel: Handelsabkommen;handelsnation;7.493.670;;
Außenhandel: Handelsabkommen;rahmenwerk;7.207.460;;
Außenhandel: Handelsabkommen;steuerungsfah;6.880.592;;
Außenhandel: Handelsabkommen;marktoffn;6.843.463;;
Außenhandel: Handelsabkommen;sofa;6.812.741;;
Außenhandel: Handelsabkommen;gebergemeinschaft;6.800.250;;
Außenhandel: Handelsabkommen;partnerschaftsabkomm;6.748.995;;
Außenhandel: Handelsabkommen;beschritt;6.695.897;;
Außenhandel: Handelsabkommen;projektarbeit;6.690.442;;
Außenhandel: Handelsabkommen;gemeinschaftsunternehm;6.629.076;;
Außenhandel: Handelsabkommen;grundthes;6.481.408;;
Außenhandel: Handelsabkommen;wissenschaftskooperation;6.400.250;;
Außenhandel: Handelsabkommen;abrustungshilf;6.400.250;;
Außenhandel: Handelsabkommen;blockbild;6.301.278;;
Außenhandel: Handelsabkommen;handelskonflikt;6.300.250;;
Außenhandel: Handelsabkommen;subkontinent;6.188.904;;
Außenhandel: Handelsabkommen;handelsminist;6.145.436;;
Außenhandel: Handelsabkommen;handelsbarri;6.100.250;;
Außenhandel: Handelsabkommen;eigentumsschutz;6.019.843;;
Außenhandel: Handelsabkommen;handelsfrag;6.000.250;;
Außenhandel: Handelsabkommen;pilotphas;5.800.250;;
Außenhandel: Handelsabkommen;investorenschutz;5.500.250;;
Außenhandel: Handelsabkommen;chlorhuhnch;5.400.250;;
Außenhandel: Handelsabkommen;dasteh;5.357.559;;
Außenhandel: Handelsabkommen;bilateral;5.335.904;;
Außenhandel: Handelsabkommen;entwicklungsanstreng;5.197.484;;
Außenhandel: Handelsabkommen;arbeitsmigrant;5.088.807;;
Außenhandel: Handelsabkommen;ernahrungssituation;4.957.385;;
Außenhandel: Handelsabkommen;hoffnungszeich;4.943.872;;
Außenhandel: Handelsabkommen;arbeitsnorm;4.814.667;;
Außenhandel: Handelsabkommen;sicherheitsbelang;4.778.929;;
Außenhandel: Handelsabkommen;schlusselfaktor;4.766.617;;
Außenhandel: Handelsabkommen;bolivi;4.700.250;;
Außenhandel: Handelsabkommen;ruckubernahm;4.685.781;;
Außenhandel: Handelsabkommen;selbstverpflichtungserklar;4.518.544;;
Außenhandel: Handelsabkommen;mikrokredit;4.441.755;;
Außenhandel: Handelsabkommen;weltordn;4.291.307;;
Außenhandel: Handelsabkommen;ceterum;4.192.010;;
Außenhandel: Handelsabkommen;mehrwertsteuereinnahm;4.109.070;;
Außenhandel: Handelsabkommen;herbsttag;4.016.990;;
Außenhandel: Handelsabkommen;sozialstandard;3.966.984;;
Außenhandel: Handelsabkommen;rechnerei;3.883.272;;
Außenhandel: Handelsabkommen;revisionskonferenz;3.805.868;;
Außenhandel: Handelsabkommen;mehr;3.786.815;;
Außenhandel: Handelsabkommen;genehmigungserfordernis;3.667.470;;
Außenhandel: Handelsabkommen;meistbegunst;3.612.188;;
Außenhandel: Handelsabkommen;unterrichtsmateriali;3.600.250;;
Außenhandel: Handelsabkommen;verbundfinanzier;3.596.160;;
Außenhandel: Handelsabkommen;vertragstext;3.392.546;;
Außenhandel: Handelsabkommen;wirtschaftspartnerschaft;3.380.169;;
Außenhandel: Handelsabkommen;festung;3.358.625;;
Außenpolitik: Entwicklungspolitik;entwicklungsland;1.396.500.500;;
Außenpolitik: Entwicklungspolitik;entwicklungspolit;784.200.500;;
Außenpolitik: Entwicklungspolitik;entwicklungshilf;602.200.500;;
Außenpolitik: Entwicklungspolitik;entwicklungszusammenarbeit;567.200.500;;
Außenpolitik: Entwicklungspolitik;hung;307.500.500;;
Außenpolitik: Entwicklungspolitik;partnerland;146.317.338;;
Außenpolitik: Entwicklungspolitik;nichtregierungsorganisation;140.721.279;;
Außenpolitik: Entwicklungspolitik;kinderarbeit;107.200.500;;
Außenpolitik: Entwicklungspolitik;us;106.900.500;;
Außenpolitik: Entwicklungspolitik;schwellenland;94.180.636;;
Außenpolitik: Entwicklungspolitik;armutsbekampf;71.731.275;;
Außenpolitik: Entwicklungspolitik;weltbevolker;65.486.775;;
Außenpolitik: Entwicklungspolitik;weltbank;64.680.838;;
Außenpolitik: Entwicklungspolitik;regierungsfuhr;54.905.541;;
Außenpolitik: Entwicklungspolitik;weltwirtschaftsordn;49.052.587;;
Außenpolitik: Entwicklungspolitik;geberland;46.034.750;;
Außenpolitik: Entwicklungspolitik;kleinbau;45.175.161;;
Außenpolitik: Entwicklungspolitik;bruttosozialprodukt;43.637.166;;
Außenpolitik: Entwicklungspolitik;budgethilf;43.500.500;;
Außenpolitik: Entwicklungspolitik;entwicklungsfond;41.703.638;;
Außenpolitik: Entwicklungspolitik;koharenz;41.341.899;;
Außenpolitik: Entwicklungspolitik;kapitalhilf;40.902.141;;
Außenpolitik: Entwicklungspolitik;entwicklungsprozess;40.803.845;;
Außenpolitik: Entwicklungspolitik;planet;39.905.464;;
Außenpolitik: Entwicklungspolitik;entwicklungsminist;39.900.500;;
Außenpolitik: Entwicklungspolitik;lomé;39.099.360;;
Außenpolitik: Entwicklungspolitik;nahrungsmittelhilf;38.994.159;;
Außenpolitik: Entwicklungspolitik;afrikan;38.240.823;;
Außenpolitik: Entwicklungspolitik;grundbedurfnis;32.897.327;;
Außenpolitik: Entwicklungspolitik;entwicklungsprojekt;30.891.671;;
Außenpolitik: Entwicklungspolitik;entwicklungsbank;30.886.930;;
Außenpolitik: Entwicklungspolitik;nahrungsmitteln;30.188.202;;
Außenpolitik: Entwicklungspolitik;entwicklungsministerium;28.900.500;;
Außenpolitik: Entwicklungspolitik;hungersnot;28.845.320;;
Außenpolitik: Entwicklungspolitik;lieferkett;28.014.321;;
Außenpolitik: Entwicklungspolitik;klimawandel;27.587.660;;
Außenpolitik: Entwicklungspolitik;millenniumsziel;27.300.500;;
Außenpolitik: Entwicklungspolitik;durchfuhrungsorganisation;27.100.500;;
Außenpolitik: Entwicklungspolitik;ernahrungssicher;26.731.318;;
Außenpolitik: Entwicklungspolitik;oda;25.600.500;;
Außenpolitik: Entwicklungspolitik;nahrungsmittel;25.248.821;;
Außenpolitik: Entwicklungspolitik;hungernd;24.945.846;;
Außenpolitik: Entwicklungspolitik;giz;22.900.500;;
Außenpolitik: Entwicklungspolitik;rohstoffpolit;22.400.500;;
Außenpolitik: Entwicklungspolitik;entwicklungshaushalt;21.600.500;;
Außenpolitik: Entwicklungspolitik;empfangerland;20.522.933;;
Außenpolitik: Entwicklungspolitik;welthandelsorganisation;20.354.725;;
Außenpolitik: Entwicklungspolitik;weltgemeinschaft;19.790.946;;
Außenpolitik: Entwicklungspolitik;finanzierungsinstrument;18.348.519;;
Außenpolitik: Entwicklungspolitik;entwicklungsziel;18.335.783;;
Außenpolitik: Entwicklungspolitik;unctad;18.200.500;;
Außenpolitik: Entwicklungspolitik;toilett;18.157.043;;
Außenpolitik: Entwicklungspolitik;sondergeneralversamml;17.941.543;;
Außenpolitik: Entwicklungspolitik;bevolkerungswachstum;17.719.476;;
Außenpolitik: Entwicklungspolitik;akp;17.511.624;;
Außenpolitik: Entwicklungspolitik;rohstoffpreis;17.122.079;;
Außenpolitik: Entwicklungspolitik;millenniumsentwicklungsziel;17.000.500;;
Außenpolitik: Entwicklungspolitik;sonderinitiativ;16.400.500;;
Außenpolitik: Entwicklungspolitik;privatinvestition;16.354.988;;
Außenpolitik: Entwicklungspolitik;eigenanstreng;15.666.189;;
Außenpolitik: Entwicklungspolitik;bruttonationaleinkomm;15.545.403;;
Außenpolitik: Entwicklungspolitik;kindersterb;15.534.916;;
Außenpolitik: Entwicklungspolitik;entwicklungsorganisation;15.400.500;;
Außenpolitik: Entwicklungspolitik;entwicklungsetat;15.200.500;;
Außenpolitik: Entwicklungspolitik;rohstoffabkomm;15.174.137;;
Außenpolitik: Entwicklungspolitik;entwicklungsgeld;14.900.500;;
Außenpolitik: Entwicklungspolitik;unterentwickl;14.763.763;;
Außenpolitik: Entwicklungspolitik;entwicklungsfinanzier;14.700.500;;
Außenpolitik: Entwicklungspolitik;barmittel;14.654.619;;
Außenpolitik: Entwicklungspolitik;entwicklungsarbeit;14.375.496;;
Außenpolitik: Entwicklungspolitik;grundbild;14.341.771;;
Außenpolitik: Entwicklungspolitik;staudamm;14.184.932;;
Außenpolitik: Entwicklungspolitik;agrarsubvention;14.151.756;;
Außenpolitik: Entwicklungspolitik;friedensdien;13.667.429;;
Außenpolitik: Entwicklungspolitik;entwicklungshilfeleist;13.400.500;;
Außenpolitik: Entwicklungspolitik;weltgipfel;13.115.562;;
Außenpolitik: Entwicklungspolitik;entwicklungsausschuss;13.000.500;;
Außenpolitik: Entwicklungspolitik;sanitarversorg;12.500.500;;
Außenpolitik: Entwicklungspolitik;landreform;12.400.419;;
Außenpolitik: Entwicklungspolitik;staatengemeinschaft;12.222.108;;
Außenpolitik: Entwicklungspolitik;doha;12.166.286;;
Außenpolitik: Entwicklungspolitik;weltinnenpolit;12.006.013;;
Außenpolitik: Entwicklungspolitik;friedenspolit;11.869.576;;
Außenpolitik: Entwicklungspolitik;entwicklungshilfepolit;11.795.606;;
Außenpolitik: Entwicklungspolitik;ruckfluss;11.606.084;;
Außenpolitik: Entwicklungspolitik;ernahrungssich;11.017.929;;
Außenpolitik: Entwicklungspolitik;nothilf;10.991.437;;
Außenpolitik: Entwicklungspolitik;mangelernahr;10.900.500;;
Außenpolitik: Entwicklungspolitik;entschuldungsinitiativ;10.899.044;;
Außenpolitik: Entwicklungspolitik;exportsubvention;10.744.079;;
Außenpolitik: Entwicklungspolitik;entwicklungsministerin;10.600.500;;
Außenpolitik: Entwicklungspolitik;lieferbind;10.596.502;;
Außenpolitik: Entwicklungspolitik;burgerkrieg;10.247.181;;
Außenpolitik: Entwicklungspolitik;entwicklungsgesellschaft;10.200.500;;
Außenpolitik: Entwicklungspolitik;wasserversorg;10.101.888;;
Außenpolitik: Entwicklungspolitik;strukturanpassungsprogramm;9.937.075;;
Außenpolitik: Entwicklungspolitik;entwicklungsprogramm;9.905.228;;
Außenpolitik: Entwicklungspolitik;sozialstandard;9.755.143;;
Außenpolitik: Entwicklungspolitik;entwicklungshilfeminist;9.581.416;;
Außenpolitik: Entwicklungspolitik;afrikapolit;9.517.625;;
Außenpolitik: Europa;wahrungsunion;467.200.250;;
Außenpolitik: Europa;europapolit;240.300.250;;
Außenpolitik: Europa;nationalstaat;142.205.031;;
Außenpolitik: Europa;vertief;125.535.655;;
Außenpolitik: Europa;brit;124.862.211;;
Außenpolitik: Europa;regierungskonferenz;117.300.250;;
Außenpolitik: Europa;einigungsprozess;90.883.715;;
Außenpolitik: Europa;subsidiaritatsprinzip;61.714.287;;
Außenpolitik: Europa;integrationsprozess;51.251.911;;
Außenpolitik: Europa;europaausschuss;47.500.250;;
Außenpolitik: Europa;kommissionsprasident;42.200.250;;
Außenpolitik: Europa;wirtschaftsunion;38.714.073;;
Außenpolitik: Europa;konvergenz;36.987.476;;
Außenpolitik: Europa;populist;35.200.250;;
Außenpolitik: Europa;mehrheitsentscheid;30.347.299;;
Außenpolitik: Europa;haushaltsdisziplin;29.632.383;;
Außenpolitik: Europa;strukturfond;29.251.629;;
Außenpolitik: Europa;dreieck;28.809.577;;
Außenpolitik: Europa;parallelitat;28.765.981;;
Außenpolitik: Europa;burgernah;27.823.493;;
Außenpolitik: Europa;renationalisier;27.669.310;;
Außenpolitik: Europa;nettozahl;26.693.671;;
Außenpolitik: Europa;europawahl;26.053.006;;
Außenpolitik: Europa;stabilitatskriteri;25.036.079;;
Außenpolitik: Europa;bundesverwaltungsamt;24.052.379;;
Außenpolitik: Europa;wahrungspolit;23.435.185;;
Außenpolitik: Europa;demokratiedefizit;23.141.543;;
Außenpolitik: Europa;ratifizier;23.022.795;;
Außenpolitik: Europa;subsidiaritatsprinzips;22.443.717;;
Außenpolitik: Europa;erfolgskontroll;21.271.552;;
Außenpolitik: Europa;einigungswerk;20.678.169;;
Außenpolitik: Europa;konvergenzkriteri;19.999.903;;
Außenpolitik: Europa;referendum;19.883.307;;
Außenpolitik: Europa;beitrittsverhandl;19.026.762;;
Außenpolitik: Europa;erweiterungsprozess;18.300.250;;
Außenpolitik: Europa;ratsprasident;18.289.609;;
Außenpolitik: Europa;mitentscheid;17.108.469;;
Außenpolitik: Europa;wirtschaftsmacht;16.549.584;;
Außenpolitik: Europa;premierminist;15.587.708;;
Außenpolitik: Europa;europadebatt;15.000.250;;
Außenpolitik: Europa;vertragsander;14.449.737;;
Außenpolitik: Europa;beitritt;14.227.815;;
Außenpolitik: Europa;reformstaat;14.198.458;;
Außenpolitik: Europa;kohasionsfond;14.100.250;;
Außenpolitik: Europa;refer;13.200.250;;
Außenpolitik: Europa;friedensprojekt;13.100.250;;
Außenpolitik: Europa;sondergipfel;12.752.251;;
Außenpolitik: Europa;stabilitatspakt;11.749.613;;
Außenpolitik: Europa;vergemeinschaft;10.861.989;;
Außenpolitik: Europa;wertegemeinschaft;10.769.432;;
Außenpolitik: Europa;stabilitatsgemeinschaft;10.497.320;;
Außenpolitik: Europa;partnerland;10.346.153;;
Außenpolitik: Europa;vorausschau;10.282.364;;
Außenpolitik: Europa;regelungswut;9.606.549;;
Außenpolitik: Europa;desintegration;9.489.847;;
Außenpolitik: Europa;wahrungsinstitut;9.100.250;;
Außenpolitik: Europa;mitentscheidungsrecht;8.267.990;;
Außenpolitik: Europa;radikalenerlass;8.069.388;;
Außenpolitik: Europa;einzelstaat;7.822.718;;
Außenpolitik: Europa;leitwahr;7.497.179;;
Außenpolitik: Europa;freihandelszon;7.248.115;;
Außenpolitik: Europa;integrationsschritt;7.198.726;;
Außenpolitik: Europa;endstuf;7.031.713;;
Außenpolitik: Europa;maastricht;6.997.003;;
Außenpolitik: Europa;steuerharmonisier;6.989.291;;
Außenpolitik: Europa;gipfeltreff;6.835.321;;
Außenpolitik: Europa;stasiakt;6.800.250;;
Außenpolitik: Europa;vertragsentwurf;6.793.937;;
Außenpolitik: Europa;stimmengewicht;6.751.377;;
Außenpolitik: Europa;stabilitatspolit;6.343.134;;
Außenpolitik: Europa;regionalfond;6.298.919;;
Außenpolitik: Europa;aussengrenz;6.295.469;;
Außenpolitik: Europa;gemeinschaftshaushalt;6.029.873;;
Außenpolitik: Europa;glucksfall;5.981.693;;
Außenpolitik: Europa;einstimmigkeitsprinzip;5.969.624;;
Außenpolitik: Europa;aufbauwerk;5.762.437;;
Außenpolitik: Europa;grundervat;5.661.905;;
Außenpolitik: Europa;europafrag;5.511.907;;
Außenpolitik: Europa;stasiunterlagenbehord;5.500.250;;
Außenpolitik: Europa;ratifikation;5.487.344;;
Außenpolitik: Europa;sozialfond;5.271.685;;
Außenpolitik: Europa;europaparlament;5.256.639;;
Außenpolitik: Europa;antieuropa;5.000.250;;
Außenpolitik: Europa;paritatsander;4.997.639;;
Außenpolitik: Europa;wahrungsraum;4.731.505;;
Außenpolitik: Europa;mitsprach;4.727.936;;
Außenpolitik: Europa;souveranitatsrecht;4.515.658;;
Außenpolitik: Europa;gemeinschaftswahr;4.499.957;;
Außenpolitik: Europa;lira;4.440.585;;
Außenpolitik: Europa;maastrichtvertrag;4.300.250;;
Außenpolitik: Europa;aussenund;4.283.218;;
Außenpolitik: Europa;selbstbehaupt;4.261.247;;
Außenpolitik: Europa;kollegenkreis;4.238.580;;
Außenpolitik: Europa;spitzenkandidat;4.158.039;;
Außenpolitik: Europa;klonier;4.091.502;;
Außenpolitik: Europa;debattendau;3.996.226;;
Außenpolitik: Europa;staatsmann;3.979.386;;
Außenpolitik: Europa;ratifikationsverfahr;3.883.473;;
Außenpolitik: Europa;regionalausschuss;3.800.250;;
Außenpolitik: Europa;einbett;3.776.024;;
Außenpolitik: Naher Osten;sicherheitsrat;307.494.040;;
Außenpolitik: Naher Osten;soldat;212.984.718;;
Außenpolitik: Naher Osten;zivilbevolker;151.255.415;;
Außenpolitik: Naher Osten;burgerkrieg;146.653.441;;
Außenpolitik: Naher Osten;friedensprozess;129.258.174;;
Außenpolitik: Naher Osten;sudsudan;129.000.250;;
Außenpolitik: Naher Osten;taliban;117.436.641;;
Außenpolitik: Naher Osten;staatengemeinschaft;105.571.267;;
Außenpolitik: Naher Osten;zivilist;96.961.529;;
Außenpolitik: Naher Osten;trupp;93.436.454;;
Außenpolitik: Naher Osten;sicherheitskraft;92.996.208;;
Außenpolitik: Naher Osten;sicherheitslag;90.312.919;;
Außenpolitik: Naher Osten;waffenstillstand;84.664.698;;
Außenpolitik: Naher Osten;afghan;77.173.920;;
Außenpolitik: Naher Osten;kongo;75.914.979;;
Außenpolitik: Naher Osten;konfliktpartei;66.154.558;;
Außenpolitik: Naher Osten;mission;66.049.514;;
Außenpolitik: Naher Osten;friedensmission;65.893.166;;
Außenpolitik: Naher Osten;polizist;58.129.631;;
Außenpolitik: Naher Osten;arme;56.146.994;;
Außenpolitik: Naher Osten;isaf;52.253.531;;
Außenpolitik: Naher Osten;miliz;51.354.752;;
Außenpolitik: Naher Osten;unmiss;48.000.250;;
Außenpolitik: Naher Osten;aufstand;38.362.450;;
Außenpolitik: Naher Osten;friedensabkomm;37.700.250;;
